VIDEO_ID	VIEWS	RATE	RATINGS	COMMENTS
g9p3R_JwXb0	8177	5	1	1
lleUaVdSDbw	5773	5	3	0
kQI5rbh7_G4	5799	5	1	0
PlcqPqm9zJ0	5623	5	3	2
ZYtEzFSGpAw	1488	5	3	8
XqkoTmKlgoA	358	5	1	1
cYPda44TGO4	310	0	0	0
LPZ_XlHWdh0	681	5	2	0
95EjIJdbxIw	529	5	2	0
vN6_8Bj3Mw8	2177	2.67	3	2
DXXtJ_Xi79c	107	0	0	0
QAi75ceNqZ4	39968	4.61	64	85
b2ntrGBJ7Wo	13562	3.71	7	5
zKDVbcPRbPE	26534	4.17	18	26
0h7pDoh3wpI	2024	4.5	4	1
lUHUFDwUVjs	5327	4.67	9	17
RSTHQxKyN5w	1647	5	3	0
04mKBpYVmeM	2298	5	3	1
kqlChEGHlE8	110	5	2	0
UReCg1vafII	303	0	0	0
04U0OpHElVg	295	5	1	0
7LljvgWhZfI	1170	1.9	21	6
n6Vsi0vtcLs	119	5	3	0
NPJT2ymYa3k	173	3.5	16	7
k5Sj0zS952Y	1267	3.12	48	41
89KeTLGFC6M	390	3.7	23	17
-ETXWaOT89k	262	5	1	3
plS_W35YgeY	741	3.67	3	5
VzF4z6AIVIY	650	4.11	9	11
5OnmMCuYX6A	507	4.25	8	10
5jBXyLsal8M	287	2.17	6	3
sdFfhrbs4Ys	334	2.38	13	0
ndlDG1NsciE	209	4.75	4	4
ZRrF9Gw99rQ	333	2	8	3
vENan7CtX5s	243	5	4	11
q-FjgKi3nVo	217	2.5	4	1
wPLeEJqdzmQ	488	2.8	5	8
3m6wkVZu_OU	366	2.67	6	7
UtlQKCcarjY	163	4	5	1
w_g5f6fKO2Q	157	2.33	3	1
tkSxbWNwdAs
FiNCfSoXwHA	274	4.67	3	2
osJYgZXFNI4	608	2.37	38	23
g7P2ov_2Tqw	45	0	0	0
NdwVpJQ2U-M	102	1	2	2
196ZjWABcsw	84	0	0	1
k5khyFmFOtE	27	0	0	0
-uAVpfgLTTg	8747	4.42	97	49
5D7C1JOTh8E	339	0	0	1
uysN-HdMsCE	163	3	2	1
gGG5hCXigSY
fVFVABHDq5k	653	4.43	7	12
I_4P0vR9VJg
lODEMDOz3x8	2885	3.53	34	0
CuWI2eLknds	1426	2	8	3
aeln_LN6YT8	822	2	12	8
TAuBqtoVYB0	1039	3.32	19	20
--M61_4hb9w	40	0	0	0
D43E-L3zFVU
Jzr2HzAHmOU	387	0	0	0
AkukJueDkIY	4160	1.91	22	27
MBbPc-czumE	14580	4.84	144	74
VJTv61PGQm4	12939	4.83	154	138
PDJNgKtIiDc	13824	4.83	188	137
8jer3zuBJms	10901	4.89	140	80
TJaJAZRq5xI	13089	4.81	155	88
LL3j73SrZpo	11599	4.85	195	57
B9Luj-hj9uc	10431	4.87	130	111
Sr94hZOJFC4	12760	4.83	150	109
mu3IjMQ22QE	12839	4.85	113	123
6uQV_UNiNIs	8831	4.92	77	113
W8Y80WyllhM	9535	4.82	109	34
E1y1QGUGw9Y	10656	4.81	125	43
3XA0X-_IuE0	8418	4.93	87	142
sMJrzyXfZBw	11079	4.85	130	133
siHVfcC9FxI	15196	4.8	151	179
rFjRD_Woyk8	9101	4.83	109	73
_t_wUQrCTeM	94	4.67	3	6
qKQ1G_ik2hs	185	0	0	3
1IGUERXZUZQ	119	5	1	1
mEd9LieMMuE	173	2.57	7	4
bTi9fBHwxqw	649	4.28	25	12
6CT4XBupHQA	90	5	5	1
OIQxyLaiAmk	210	5	10	10
Fb2s_kMCRRw	568	4.06	18	11
FH5HUt-KOok	69	5	2	5
ONxipMwLNxQ	17	5	1	1
YtZqrMGY-5Q	27803	4.79	192	111
zl6wYK2GWkw	37864	4.8	189	242
d-_TbkOV3pU	439	5	3	5
k_LTD3yKX9c	279	3.67	6	19
M3ORwDgjGg4	530	4.87	30	33
gGXf4EZ523M	58	0	0	1
9YDC7cE6FMM	597	4.56	9	27
HGXC-_2Tt-E	135	4.67	3	13
nWhjlh5RdDo	602	3.75	8	14
txIa9LdgOV8	320	4.17	6	8
mXwKAxG2Z6g	97	0	0	10
fWCHaBGVat8	1249	4.5	14	90
1pX9Tp-wyD0	11493	4.56	64	97
OvExBOybb-0	1192	2.32	62	89
reHrH0WvxPU	410	5	8	1
eBDI1P10dx4	89	0	0	4
rQDqbpq3lpU	191	0	0	14
m4Mw6Wg-ODs	342	3	8	2
1Y1p6fGl6pU	488	2.83	6	19
G6jBQl-2iFA	97	3	1	0
TTARveU-etE	55	1	2	0
C46XyLCHiSM	19	2.5	2	0
TwEoiXw01EQ
u3lBq8pw3mA	1052	5	17	3
AMaV5jh9Ehw	1070	5	14	0
xfOCp9WiYZY	332	5	5	1
jgEXkMzvNi4	140	0	0	0
ELzg7_MKJh0	289	5	1	0
lz-6HA9vGIQ	336	4.5	10	12
I0y46CnllPc	81	4	4	2
QebUzPZdvdU	142	4.33	6	10
PwMD3O4Ye7g	76	4.33	3	0
_fgraTh9WEk	657	4.15	26	22
m2o2mW_hwt4	59	5	3	3
owUH2OnsOjM	3703	2.14	7	4
GbTk5t9s2PU	354	3	1	3
Q0gicpzUa7Y	277	4.44	9	6
5J6iKucVrDI	317	4.47	17	15
Q6DcsIDfcoo	366	4.61	23	56
s7QCwL5r0h4	71	3.67	3	1
2x1FNaue_sc	237	3.62	8	11
PDyJEOETvXA	4384	4.8	90	50
kInsFH1GGPQ	4580	4.86	108	56
nncF8l2Y1Sk	4635	4.82	101	41
RfSu757NizE	4320	4.91	99	38
S5jN-9vdtdo	4695	4.89	89	32
M1OZJS8xuO4	3110	4.82	61	20
gnjpJg2csZk	4095	4.88	78	35
BaXSW44sYkc	11675	4.76	108	54
pxV-xOEWYBM	2585	4.9	73	20
JvGcXJZNKlM	2075	4.94	77	24
n4Z3uk_UffQ	2385	4.85	59	21
4F-dflWbP14	6921	4.74	121	36
xRhJDDZ6dEQ	7530	4.73	85	26
89HD4vhJU0Q	4769	4.8	80	20
7rhxTE2Y76c	124	0	0	1
V7FhZqLWt60	68	3	2	3
zUPcZP_g56A	85	3.67	3	7
sXDLSuKLNz0	5415	4.8	138	37
onJarX4UE1s	4585	4.91	95	34
ycMHa8pLV2M	8791	4.78	68	31
XRffb3IEiNE	5301	4.73	59	27
13I5xr9tMdY	11057	4.85	100	50
tl5jHJg1eo4	4334	4.93	136	48
u3tn9yGzYQ8	4391	4.86	112	21
v_KKhuvF82w	3665	4.76	119	24
Yf7fmydG3KM	4350	4.76	89	25
h3XlzM7abUs	4674	4.81	96	32
ajoXNtKw4Q8	363	4	29	13
54gNNEWK0rc	337	4.94	18	22
zgP2mZWuVTw	429	2.83	12	68
b5s58_ILYdQ	74409	2.34	299	161
TsFZ40aTgw4	14843	4.29	42	25
I3exddoQVzg	3635	4.67	27	12
cpQgV_egieo	3373	4.56	9	3
FxVZGagiMnY	1808	4	8	2
9N__btDlFZE	8636	4.64	33	28
z7eGCw4fDJY	996	4.75	4	0
zW8wcKV80-g	185	5	1	0
_Ys5y4xF3yM	1941	4.83	12	9
RCS57rYsMNU	420	5	3	3
E_fll6VqV9o	3908	4.83	92	27
odfAnYiLDPw	3179	4.82	100	23
UjVOpST9XmA	3814	4.82	84	42
jx7u_JWK8QI	3243	4.77	64	20
qXN1doFhVgk	3009	4.81	70	23
RDZWerC4kgA	16253	5	6	16
vM5s6mLTnPU	65	0	0	2
a_RYyF6tE3A	3276	4.88	82	29
ypvJltqGK5s	1378	4.3	64	94
31_8zEcBaWM	74	0	0	4
9iSqBYUp5cU	201	5	2	0
JunTV_dOTwo	243	4	3	3
ftaSAA3Burs	17	1	1	0
5znh58WITU8	768	5	3	1
iOBdD-0BtzI	3370	4.84	105	27
MiU38Kpt_NQ	3446	4.76	95	24
is6LVbGMMrA	3019	4.79	97	26
swhdWaoVqFg	4882	4.87	78	17
tcy8dCSFh2E	3826	4.81	68	27
k82sjEQlfVY	3943	4.79	58	27
kxd6gg3a0ys	2589	4.84	73	29
CeTiuDuLUQc	2802	4.88	65	26
MiYFxAkdcG0	128	3.44	9	2
RilXazO9zfQ	208	4.56	9	3
NVazxaO3INM	2152	3.98	65	73
mv46TjV0kCg	2744	4.24	119	112
UxcF1EYDxjY	14363	4.66	112	114
Wft6q_9VDUY	5634	4.62	116	96
XooCMmka-1w	9622	4.55	123	128
OOMELhQJ_2s	3279	4.8	5	21
CNfkAU0vom8	1531	4.85	13	11
7lg2d45XWso	42	5	4	1
2Zg8scxNiwQ	9465	4.95	221	179
RSkTdQiNVDQ	2903	5	75	58
Z4xTZp2X_Xk	4371	4.99	102	86
svGwP5lWav8	5386	4.95	142	109
vlIFVnBEKg8	3949	4.88	76	34
67iXCxUhkAo	3791	4.98	114	62
q5FINbtqalE	1845	5	71	51
xNPYz-d606w	119	4.75	4	7
83FiebwLUbU	3306	4.38	58	292
1yPPbvxXalw	62	3.8	5	0
r3McO7vfniw	8656	5	3	0
AkleiiuCw5U	151	0	0	0
MErPWypv4gE	441	5	4	0
OHIvGr6ZytU	3074	5	31	6
e0KZfi9F7Wg	2339	4.59	66	38
SpVEayOSzBc	640	5	2	2
P7HQzDXIeIE	445	4.8	10	3
sgvSUY2Wi4s	537	5	7	4
RZ2MkS-08kg	1727	4.53	135	80
RhDu_zwg6G0	254	2.05	22	28
X_YoJZupKvU	1354	4.49	125	136
UOWKwF_KUxY	1491	4.35	134	69
zbzHHpogHVY	1068	4.55	104	62
jul6lN6M5WM	903	4.58	92	40
YHAewnhq3HY	629	4.66	50	35
m_wiVHrdmMY	159	2.4	10	5
BPvnINV_-HE
6plDsAp2Ggk	28	5	2	3
hqOML45o70s	178	5	5	3
5Bo8w6-oFmc	55	4.17	6	2
3fIaRMYJqcI	1151	3.5	24	18
KSXWAHRnE7Y	663	4	4	3
CqKcQb52tdU	131	4.67	3	7
UOCmPj8Emu8	36	0	0	0
burLtairZjk	83	4	1	1
8hkWQwpDSi8	42	5	2	0
R0d2RDawu1M	1907	4.11	9	10
n4B0_1P0SfE	1390	4.12	8	8
nw_okL8PpX0	2178	4.94	16	18
MoIYUk-M1gs	68	0	0	1
4830-Qb6o7U	218	0	0	0
-8hPA_oAYlY	88	5	7	3
X4XZ0Tkkvm4
1UBJauJMXTk	84	5	4	2
UOsq8WczzSw	6049	4.16	38	32
TgysBYEambk	293	4.47	15	35
iGM5UsGWCWc	618	4.33	6	32
PqGSRvexvFw	5837	4.55	185	235
Xzhw2LdKzow	142	5	2	5
Wzv1hmmsAOc	1327	4.62	37	40
5OuZWLeAupE	203	4.29	7	7
GCru2dm_9xc	84	4.67	3	8
lS11KwskG_A	1081	3.98	47	54
0bUYPhqASdo	72	4	4	2
l-oI50XCfos	110	4.8	5	2
baq4J-STTJw	79	0	0	2
aYa7jicZQEM	256	5	7	17
psOjnMcPGRU	20877	1.47	813	430
1-XxUHLXEwM	5648	4.44	104	64
KEsDG4UP7YE	6622	2.73	135	116
JtbnuQwu3yQ	2382	3.11	9	2
vCi_Sr1Ys4c	1209	4.4	10	7
lko2qa46tcc	1468	3.46	13	17
J8Wkd_MAUbg	565	3.71	7	5
bD6PW69PiEU
SvfdygrJSBU	2412	4.29	14	28
HO07ArVUkUo	1873	4.83	6	8
pv9CSLfsXB8	16885	4.9	83	43
Xf4Ca-RU0n4	16283	4.74	104	30
U90kNiYrXQk	14348	4.8	81	21
CRE7U9dFqNY	2123	4.64	11	3
OPSq03AF4M4	1438	5	6	3
rkKmL32OrCk	1582	5	7	2
vyh7sgNfEx0	1773	5	4	1
kT3nk5hVDb8	1677	5	4	1
H4CIox55ZNU	4220	4.73	15	5
O_XDWzlU4D4	2447	4.9	21	8
7gCwyy7GQm8	3494	5	17	10
2o3vKWxOp0c	3501	4.91	23	5
Lhd1GeXq0rY	2329	5	20	5
Y50Rsv76a8I	384	3.83	6	7
6jNDKKvylas	195	3	2	2
hPW8n2rjlgY	259	5	2	3
QQw3Ij-XoTM	136	5	1	1
y2qK6RQL0XI	3069	4.37	46	44
OuE6mNE6Lo4
bqkonwLASXE	295	4.64	11	37
beb4asr4DDY	2264	4.57	28	30
XLi6z6t-Is8	795	4.45	20	58
brR5hDodEWo	486	4.14	7	5
yYUfZMpCeIc	1057	3.22	9	3
r9BgHho3ewk	1205	4	8	23
cBBl1PlPT8k	77	4.33	3	3
D617BQKisEQ	44	5	1	1
veeASxWW8KY	39	3	1	0
_4mDThEyU4Q	761	4.68	22	20
K8LaZFCj6TQ	3951	3.5	8	13
AA-5-7Z5_6Q	120	4	2	3
lIcfr2tN7D4	14637	4.85	93	92
XrT6WkWEysg	11341	4.93	116	164
_WYwmlY9oOQ	4163	5	51	76
-YpKAxWEjqk	4068	4.67	40	35
kDNHaHjAypE	969	4.25	12	6
rt8S631vMKk	426	5	3	2
hfs17e-1bbI	1227	4.33	6	3
qDcbc2q5MLI	685	4.91	11	7
5Ku6AG0aQNA	271	4.6	5	1
yobsg3Vb5pI	112	0	0	3
UZWK2gObtig	401	5	2	3
15JP_mCI12I	16224	4.88	112	91
tWzIXkq-dLY	11688	2.48	65	44
b4xHR1boQeI	1894	4.93	15	18
e9MvE9toias	17101	4.68	101	94
0-h9clYGPU4
eUatnyoLBc0	6378	4.48	46	33
t6NHXeVfd8s	7043	4.91	90	105
FXEHXTh7ERQ	2128	4.66	35	16
aYJKQATMlag	93	1	3	2
C_2bXeFFoNE	848	5	10	8
BJcZovrtUR0	81	0	0	0
-Uqn6ZLett0	404	5	3	2
2B0A9ff5pGs	305	3.33	6	1
C-zCbZ_KYfI	21218	4.26	360	212
3DqgQuQMbts	779	3.63	27	22
Idn8tdh3z5w	2014	5	1	0
v4l9vC7dMuM	408	4.92	12	8
TU14oolxhJI	116	4	8	11
B_EDHzYV1as	43	0	0	0
Er9OH4muDjQ	148	5	3	5
nmnRyUV2pbM	66	5	2	1
JiNrrLnKOok	103	2.5	2	0
TWMFihH6e8U	81	5	2	1
LpKIcexKP8w	125507	4.92	421	232
oXiJqx-ynkg	10915	4.94	47	17
GXhGlsgO400	4713	4.56	34	21
oQx2aleS18g	9100	4.53	38	19
9PHihxLXuLo	1596	4.09	11	8
MwU6YWYEoBw	770	4.29	14	15
Nam-aXYVPGY	125	4.64	11	11
n8sDkKh_I3Y	556	3.4	5	2
K2rPe91gtME	290	4	12	11
tq_OlNY6vg4	358	3.7	10	11
NXfjKL_T7UY	103	5	6	13
6kAPWivRaZ0	613	4.17	12	9
qqDLnKES_rk	80	4.8	5	5
_MEJPUilXLc	169	4.62	8	5
LZJt2FmNygA	226	2.71	7	0
Zo9efH8JFZc	261	4	5	4
OSbDq171YmA	25	0	0	1
onaalKuEiMM	100	5	1	2
siZ-0msELs0	223	2.33	3	3
SFOI6KNSmcA	466	1.92	13	1
kIClZaKfVfs	44	4	2	2
R2uRzxBjDQ4	27	2	1	1
_qXeJHMYgig	867	4.67	36	68
NM66bdC2F8I	543	3.75	8	2
zVlQKiSdE3M	449	4	13	9
iZN9I92_lE8	894	4.58	12	39
xUpog0zwwcI	480	3.3	10	20
xUEugz-mSlw
xa2qsCdFVsg	201	3.6	5	3
RhRSs4K3Kq4	270	3.2	5	13
KY_Q3czoWuU	220	4.17	6	3
MYHtk2n0gsg	470	4.6	10	10
CTPzMs42y_k
KN_-lUhlOik	517	3.62	8	2
R2gFepWlI0Q	571	2.45	11	4
wrCRCz5gAEA	211	4.6	5	1
tbFSnLnjFoc	113	5	2	5
9p6prddXzuo	13	0	0	0
kUD4mmozZD0	1303	3.89	9	6
nndenNQ-0ho	6417	3.91	11	1
2Tf2mLLmSWI	892	1.94	16	13
sbSaLRBfry4	3202	2.47	15	9
LdxDUPrIPrI
1qqfrwFGhkY	15696	4	8	7
X1S8D7ge4Pc	5301	3.15	13	6
WbLBtZNIeVc	6734	5	5	5
y1DWJnfozVE	7642	4.76	41	25
xvUO4tvjzKk	1512	3.7	10	22
wa2X-jJBbnc	2843	4.7	10	7
ZE0vKwDC6Ps	11533	4.72	50	49
YUQmPBPemkY	3104	4.33	21	52
BOMDTZK4cps	10204	4.65	88	127
1_DF0T2YFCA	1940	4.29	7	28
3PlxC7Uybn0	1771	5	7	2
vtlwZq4XQeE	13223	4.77	73	0
9DMnXMhQw_g	338	4.67	6	5
EL4tMp8wH-s	4758	4.94	17	5
mnkq0t_e4gY	5600	4.93	27	6
XYelrnRKPuk	2876	4.67	12	5
9axuVwvyZW0	1895	5	12	13
q-S8d6f4jZw	6651	4.52	157	116
ussaMy5f7TM	32	5	1	1
QK2poPbYNhI	50	1	3	0
k_-5pXUX1BA	644	4.05	21	36
Zdvj9fqA_L0	383	4.67	6	5
JjqpuABLRws	384	3.38	16	28
4bVscizJi24	367	4.8	10	9
ymT6DBMOyzw	212	4.7	10	34
zKLUxG7SguQ	136	4.25	8	9
dnSAdNdwRHw	79	4.5	2	1
CWYYaH2iDS0	283	4.28	18	33
Yr7E7Q3VaTA	137	2.25	8	0
2Zu3_lqR3OU	96	0	0	3
nOAS1-7GITE	428	4.2	5	4
oowEcBImnls	6915	3.36	39	141
1MgjEx5aUkI	3615	3.55	31	72
g9_pJqW5DE0	1857	3.47	30	30
uYDuRwfqExE	2547	3	12	38
NIJu6DhG1IY	475	3.4	5	9
FKheodSM7bU	849	3.17	6	6
UFM569iSWjw	1512	1.64	25	15
IH6MBfFyS-E	137	3	2	3
VsOtd-L8IJk	251	2.67	9	10
By6aqz_79Uc	795	4.42	33	22
yKHPc4PcfHk	272	4.27	15	6
Fk8iLyXm7sA	473	4.25	36	21
I7IMGzisct0	343	5	7	3
S7N3izBbd38	59	1	1	5
dc94riL47PA	26	5	1	0
OQ5vuzURdIw	13516	4.56	91	22
UVnJ9CvdVMk	5670	4.91	35	14
JH538L5sBKE	754	5	5	0
hwwtyGtzB0A	31975	4.88	161	40
rH3UBpWPRvg	280	5	3	0
CKUXEw4Xcq0	1784	4.89	9	5
LSojfKiJbsA	1891	4.36	14	6
ARwyroUP6_Q	546	5	2	2
PxCzdxYeOz8	1610	4.17	6	4
uKLOWNCnx4k	65306	4.81	180	58
rzTBMIV2oFo	40896	4.86	106	18
CdP_ekQIrOg	43217	4.89	108	40
TrJkrDKqiyU	659	5	3	1
3K3ODho6FGg	753	4.5	2	0
MyJ42hj3NvQ	964	5	3	2
SGGry8PPARs	1039	5	4	2
w2uNgyXSehg	969	5	2	2
VvGxtd0ihjE	2248	5	9	3
ZgqBRh2Mtro	1880	5	7	2
Fb7UcH968nI	35032	4.93	199	58
UgLtYl26Q08	11987	5	49	28
pmEDXet6DbA	286	4.2	5	7
WjmpzhP5oJo	474	5	3	6
gJmNJfPyIUk	329	5	5	7
I44S5ado7ik	154	0	0	2
rCKJU2evuhs	332	3.67	3	2
sJlAI4p0CsY	145	5	1	2
33FQvu7EI_g
v7XKtwwu7_M	161	5	4	0
f7lrK8PNSGw	258	5	1	8
UYYv6By_c4I	129	4	1	6
Pt5e7TVUPF0	29	0	0	0
oM2Qcy1i0zw	86	4.67	3	4
N6CsosyQSkw	59	3	2	1
9PggXwjMouk	23	3.75	4	0
Z1zjHxCceJw	45	5	2	2
6x_El062cXc	31	0	0	0
bw1bHltq1bs	588	3.08	12	0
-8DGMGu9vQE	719	3	11	10
x1xzOIbuiQg	971	4.15	27	82
MYI48m2NDpk	1516	3.97	35	26
HhsashAISks	520	4.9	21	34
t8ze1p1iEAo	22	0	0	1
zjDZrK36x1E	117	4.69	13	31
fiJaxx4f-aU
nuFIHbzw038	67868	4.28	195	92
fXBMA5yiKa8	5112	3.43	7	1
cBfM3kvCzKg	2130	4.33	6	2
msfjJzFIzps	2910	2	6	2
M5ksdpeZ0pg
w-zVLhcVepg	30263	4.91	161	37
5ljzTvhTInc	1232	4.5	6	1
uD6xRAYmYdE	890	5	4	0
a6EHYP26r-g	667	5	3	0
DsY50EcgyuA	6684	4.9	80	60
HRUOiJ4Obzc	2708	4.67	6	2
JBEPHgX3lhg	537	5	1	0
DIp1pK6Az3o	333	0	0	0
QnqUK0cX5uo	651	5	4	1
knn4WMijjqY	315	1	1	2
m8NOuUZPSOo	11242	4.32	127	56
ZKmpiI-K1G4	99	5	1	0
fEdKeNUGQD8	114	5	1	0
vbmGscyF8tg	21	5	1	0
iq54WmbEeAI	356	4.71	7	7
-BV-GiEdE8k	410	5	3	4
4a3kKq_Fbw4	50	5	1	0
GK8TYiE--hE	36	5	1	0
zaudzdD4lR4	470	5	4	5
q6TWtOtZpq0	5994	4.74	19	11
cD__wbvVYgI	59	5	2	3
otmuGIYalCM	353	0	0	0
XEjAjOYTlx8	971	0	0	1
8V0TJpjDSq8	4534	4.93	14	5
apuPmFZlEp4	1470	5	3	2
mROe11tDZ7w	706	5	1	1
pObIif9uUag	56826	4.93	271	48
DOa5cnTMnTM	49591	4.92	319	42
Ld_qUKipjwo	54823	4.83	312	53
7jBZjcBJG3s	50964	4.89	294	33
38AsT22Blms	51024	4.93	311	93
5dBBJ22JAk0	50230	4.91	300	25
vCyyssi9BSM	350	2.29	7	4
DnGiLDqcj48	233	1.25	4	2
EktRcjVVla4	101	0	0	0
9yxIjg3kqK0	200	4.8	5	0
3KJ_luT6BR0	87	5	1	0
grDh7xbB8Rw	76	0	0	0
Jam9pM03nDc	223	5	1	3
MnG7H8zIo_M	256	5	6	8
w11cafrlsqs
7z7KXINoQy0	4277	4.44	63	48
HqyHM9VyfD4
utCLsZfZsOc
v2CMCdoXUjs	25261	3.24	33	30
OXGzZQ9-wMw	9018	3.98	50	59
RUC7nobhKxw	8112	2.98	40	27
tp9eh0dAcwc	10931	4.24	42	22
Gjw-5mIrs4I	6633	4.5	30	19
TNx7fAl4Ius	9813	3.67	45	33
5MzRn60irvc	9403	4.38	26	24
t3yjI9kBIy8	3469	4.43	28	19
WmehlmemdqI	3273	4.52	29	15
RDa5UiRkDdY	3598	4.21	24	14
zLVKRIvdS3Q	14587	2.53	107	77
XrQX2Dhrl8I	41402	3.75	77	48
ytSYv8H6s-0	3200	4.44	18	8
7WHdZQAp7rw	2466	3.85	13	8
aYOoG7g8Ej8	5944	4.21	34	12
bTedili3ldk	1950	5	13	7
wmFT7F64rZE	10123	3.59	37	33
T5VpTkkf8xU	3333	4.77	22	17
FjZKgzyTo7E	4111	4.58	24	7
WbLdt-VS--w	274	4.8	5	6
poAA0qCP_m0	137	3	2	3
N-9TbteElg4
R3Qs989vPek	555	4.32	53	14
kL1SEdGVPMw	192	4.27	15	9
YpS8vsYPZwc	712	3.4	30	11
a_vXpdTcPts	118	4.25	4	0
xo3sQQ15DEM	111	2.33	6	3
MqISn8nSDKE	888	3.74	19	27
pCPWAUAVUUw	307	5	2	3
plL98tmrNeI	484	4.44	16	5
7Vn0D-uqxdU	19500	4.43	127	106
_W5kCaIBysE	2339	4.6	20	18
zCf5Z57lUR8	7396	4.27	158	122
Av9YWUcp7nI	548	4.27	15	10
asaWjbvOjNM	9322	4.17	157	179
hAC7chrA0p8	160	3	4	3
qR8qggirTgI
cAuVb5LBRjo	7120	4.55	165	173
PCEmWewnUuc	44	0	0	1
_QyFZ7yqIUE	20375	2.48	139	233
tyNQFGdbbcg	979	3.33	6	5
c5MSLjGnTvk	15	5	1	1
owFPDniiQA0
ZRx5AK47dVA	825	4.32	22	15
t1b9fvidtq8	215	4.86	21	9
GXvon0ymdro	1677	4.24	33	41
raqHibXbsQQ	795	4.38	52	36
9mVjhQ6dxaE	250	5	5	10
dOCMp92ORXA	106	5	9	7
iFO72dzZ3RI	160	4.94	18	12
Tjvf_o5iEYo	255	5	19	8
on3LYXdikAQ	204	4.96	27	14
FdGwPQs64Rg	3114	5	4	0
GNr0zEwcUAg	182	1.62	16	8
Ni84x_ohWtI	115	5	4	2
s-n-wFL6f6s	110	2	1	0
WqXMTVqWI8U	2302	4.17	52	132
_OiJeoWA2js	229	4.67	3	12
zYYxIs97Jqk	405	4.7	27	25
vkTDdNeMyI0	131	3.86	7	7
ySmVMs5qbHc	129	5	1	18
3WnhK_qlJX0	121	4.5	4	1
WUHRsk6MWVc	1056	4.65	37	61
qN-GeQbZDdo	395	4.54	13	19
y3fGnyBXTvc	166	5	8	11
0ThZ81M_src	96	5	1	4
JEnvrv9WYIo	388	4.67	9	8
tlgQ0AXJx2Y	135	5	2	4
RiO9cb6GFas	778	4.65	23	41
C5mdyrlIqMQ	499	4.79	14	13
iuOkRRoc-yw	1014	4.83	29	117
Ggd_VtmlBsE	300	4.52	25	48
RFntfX4-y8A	460	4.56	9	6
TQEwLtGij-8	65	4.83	6	4
fwpTxzVdxnA	67	5	2	9
BhXf6Pxy_Dc	31	0	0	0
4YG_xhUu1o8	57	0	0	4
69m2ZXKdRdM	717	4.15	13	9
vOi0iFLnSkk	33	0	0	2
Kxv_svjqJC0	14	3	1	0
xQdu48ntBmc	426	2.45	11	11
9D0GeXuikpM	267	1	6	8
uDYFNeWzIYQ	317	5	5	80
ZqF5_OD-4Xw	3925	4.5	10	182
lLFxeGYGH-4	122	5	4	16
n0pC1lji7oI	143	5	6	20
ugZogti6GV0	116	5	1	17
Mbq6l5kJk-I	445	4.89	9	63
p5Q6zgtGAmY	162	5	5	12
RvROXYg5GRA	197	4.2	5	19
qhEidRXp0L8	226	4.33	6	48
1j1ghwE1yVQ	84	5	1	0
4xYeelgAffc	513	0	0	0
KiP9PcGcdLw	243	2.11	19	2
CC5-JTwgMWw	414	2.27	15	7
cJvUmPBpurw	93	5	5	3
H6qA7Z0AbGo	114	4	8	11
WzjpN_28W40	193	4.7	20	39
HgN_dU40Ju8	386	3.33	3	4
3sZMx2-UjNE	7884	4.54	78	62
i5xhagC5FtA	1862	3.86	22	17
RvqLxU4kSsg	279	4.82	28	32
0hi5SS9KQUA	12	1	1	0
L5kMEXMMEo4	53	5	2	2
SBTFKnAP4UI	108	5	3	6
H96dVI1sk1Q	704	5	3	0
UIJAZPZhZz0	338	5	1	2
6GknQ0Zy1D0	578	5	1	1
cJ9r3FumtTU	799	5	4	4
R14ysCN29gM	77	5	1	0
ozBRGWy-5dQ	63	0	0	1
8liZKSp1IWc	4437	4.86	56	55
pvu0YBcd8L4	1202	4.91	11	14
yth5x0ZyE98	157	2.33	3	4
eflL0MQyj50	19309	4.88	99	50
EK8vIpO5rVI	413	4.36	11	31
37GYRphrQIo	366	3.36	14	7
9TIb4TU_rMg	175	2.08	12	2
dUHDtG9U74o	53	1	1	2
_l1t6zs5rTA	125	2.11	9	1
ZUQyH-4S4bU	27	3	2	2
GaksTgrk0mo	3150	3	1	2
oSZA2O1nj-g	297	4.2	5	1
Hb5ejObPflI	16	1	1	0
_sIFvDltcTE	53	3	4	0
XsegPWesdAI	15	5	1	0
aZLgSJ7v3Fw	247	5	2	1
YhDqRY_3eS0	3840	4.61	36	0
7dgGnj8Zuhg	2670	4.96	23	10
FlAr2-XO3M0	2600	4.75	32	8
YwvQEOnGJiM	2625	4.59	22	14
_UnThRCM_OY	434	4.5	4	0
UyCCGHIx4lg	235	4	4	2
plLoHsZGQ6M	164	5	3	0
zjYUherjA7w	597	5	8	8
vpKqCpWDnLI	464	4.5	10	8
blAwpNQIUqk	379	3	3	5
y-K4XrFSBpo	350	3.5	6	7
IQvt1J7F4Sk
pqfdHikTILw	120	5	3	1
2gvo2BCDIg4	3416	3.05	19	37
WfHZh6o84YU	1200	4.03	40	32
Xc_kZJQFpe4	749	4.46	13	43
wcY0Th7Gojk
slj1vcwSMfM	217	1	4	4
z-VT5dc-U6s	269	1	7	15
OqSTu5G-QEM	243	5	11	21
yyyoFEsZg9Q	290	1.8	5	11
Paf-6XNXvLk
AzEjUsPL7Ws	72	1	1	7
21_duWTnEfA	922	4.7	27	23
ou_NLL7yL-Y	201	0	0	0
VF9CqglI2ys	1019	4.05	22	68
2EH_UvdkyHQ	101	4	3	6
