VIDEO_ID	VIEWS	RATE	RATINGS	COMMENTS
_3XwRj1L7M4	236	5	1	2
5l4EccCoE6I	91	5	1	0
wSeCD_xiEzk	13	0	0	0
8R5AJbnAPVw	47	5	5	1
YL77rFBUbho	93	0	0	0
z-dU2nkobFA	44	0	0	1
XHjHecR-YRY	238	5	1	3
O4L5IkcLw6o	138	5	3	1
lTzM8ukJkGU	242	3.5	2	3
cQqbDRRMUpM	309	3	2	2
6t0YLPmnEYc	964	5	5	4
NFPI23oKAg0	234	5	4	5
BK7lFp11fKc	14	0	0	0
oFGGQkm8mZY	237	5	4	3
PFKDcVL2-KM	13	0	0	0
dOH0PsmUB88	753	5	10	15
sW_tj3ONLxU	41	1	1	0
SdLXzL5KlH4	34	5	1	1
HKJNQxkbT8M	32	5	2	2
Kjv7IDqH9F0	89	0	0	0
PLVpFNgcxyk	91	0	0	0
V8-H7flHD6o	53	0	0	0
wscQAymHn1k	13	0	0	0
Jf8KkME0NGQ	62	0	0	0
FUzSmLpjXmE	26	4	1	0
OosPIeXwXac	50	0	0	0
JBVYI1G35ow	661	5	7	4
oZyRTrhqaGQ	456	5	3	2
YTUihxx3xTY	465	5	2	2
N5tM0aQqKpk	491	4.71	7	7
6KS8Za_sYsE	276	0	0	1
kReA1QES5fI	11	0	0	0
7CM0AO58UKs	712	4.5	2	0
7PzgZRXBfzM	73	0	0	0
LEVYdviwrik	586	4.62	21	15
2vMwcwL1yhw	879	3	2	2
qXrbDJHkpjE	941	4.67	6	1
TsW2lZxwoO8	404	0	0	4
BuVvCjRNN_w	4037	2.33	6	17
lX8Sn12vvHo	311	4.67	3	0
ptQay-UKJTk	189	3.67	3	0
6h6BlMddRzc	10521	4.56	9	10
XKTbPkw1wj8	16213	4.77	30	7
HtR21urCNFM
g3pSfSVwObU	3437	5	4	0
H96U1AbKXpo	280	5	5	3
aLyHQQ-amAw	370	4.6	10	2
mYbdUTr0K7g	400	2.33	3	0
DgTpaDn9YSE	450	5	1	4
rmGcg4AYKt0	1772	5	3	1
tamwwsPYlGQ	727	5	1	0
XUi7s1HATWs	788	5	3	1
T_RRaKzFybE	926	5	3	0
PY45VQU6ae4	63	0	0	1
MeF2DSuPu28
hqPQ1a7BvSo	1322	5	4	3
bTVS0OMhSa8	230	5	2	0
N_8-Vv83Oc4	76	4	1	0
uOG9AE79yZE	35	5	2	2
2ZC2QdTw5I0	204	5	1	1
GO9q-RfPJm0	72	5	3	3
pqiMAawujp0	71	4	3	1
w1nySLPcbA8	531	4.62	16	9
fm1Lx_YyXCE	127	1	2	0
07n6AfBCC2w	12320	4.95	146	46
ksbU9ZqBc_4	10284	4.95	145	18
620xrQ4r90Q	165	5	1	0
Fi-yRW7d2JQ	205	0	0	0
Spnf96pIhIA	43	5	2	0
Q3DDmzTOvNM	50	0	0	0
XDRpYSS6JyM	2208	2.5	14	7
S9E1T4iA7zI	471	3	2	1
jQa-8sH3wJA	3058	5	1	4
hXwbg1c3Abk	1676	4.75	4	1
5Lh3QSOR_dA	165	0	0	0
vxnSMXx1KCQ	3037	5	6	4
QjWMSG5jTEk	827	4.5	8	4
PippnxjrXcY	617	4	2	4
Ds4rlugzPck	225	0	0	0
w2enT3Y9mc8	80	5	2	1
wBdsvok75-Q	205	5	2	0
ZM5tsrRe520	469	5	6	1
tO8kdoAb5xo	407	5	3	2
9WFmAkjh9V8	411	5	2	1
-_MTKOsvzQk
fBinDba63Fw	57	0	0	0
GLHpxAt-z1o	365	5	4	0
YTZah_zq9zg	25	0	0	0
dG_RokBy6UE	652	4.67	3	0
w_-wrKuyHj4	6	0	0	0
D9KdbOD8mR8	200	5	5	4
p-4XEuz_Dy0	5	0	0	0
shH16tAsRLg	882	3.4	5	5
Zh1KZegy-Co	236	4.75	8	4
I-YpR5zqyDk	24	5	1	0
lnqOHJuFO5o	573	4.89	9	5
OVlisiSmdjI	2273	4.76	33	28
uEkgZDnZFMw	5	0	0	0
fTZsWPm7p0c	43	0	0	0
VN-RaIsBogA	134	4.5	2	2
Z9OjHvC2u14	333	4	1	1
1LuqI9BxPGM	366	4.53	19	37
lurzI4sXmqo	1139	5	9	0
-8vCxatZ9Iw	174	4.2	5	7
1oShS6bZdzM	1465	5	5	0
YQ1dJvqPiB0	706	5	2	0
mYlg0VeXqog	506	5	3	1
ru72EWC3RzA	1016	5	3	0
4ZMOak1sKfQ	1322	4.86	14	2
SGy01Xseb5c	153	1	3	2
uDP_QvccK0k	108	4.5	2	2
-8h2vnRU1qg	993	5	10	12
Dw895TeobFE	7280	4.5	22	16
OAfM62vTxAg	29	0	0	0
DnUbDzTcef0	28	5	1	0
GoNvQlM550s	258	3.33	3	0
ulV_ST4aZQ8	54	4.5	2	4
tfj2wkUVCPc	118	0	0	0
MnuKQhk1Jn4	108	0	0	0
JnsRFTzaD74	546	3.8	5	0
Myv3bXqiL4w	246	0	0	0
2QClQifAoB4	168	0	0	0
DIpfhEwlw5c	1462	4.9	10	4
R1VIFPI5JS4	690	5	5	3
cdMMSoprUGY	63	0	0	0
F7uMwcls4ow	409	4.86	7	30
te7jPRto5bQ	61	5	1	0
4Im47mft2LQ	50	0	0	1
igyFX6bw3xA	232	5	1	0
scoHRmWaDlM	25	0	0	0
VLXHwbfT3GM	59	0	0	0
Ur2FRCgbamk	28	0	0	0
3UZIyAQp4vs	77	4.75	8	0
2wU3XZnVwwA	114	5	10	5
hSAANmHl4DU	255	5	1	0
ZPfbOxzFL3M
KShJdzqe2WQ	900	0	0	0
k_EMFjuZvCw	65	0	0	0
CJPz-p6wjaA	142	0	0	0
OSMK8LT2FG0	114	0	0	0
YAWLnUTL6YY	327	0	0	0
88tiF33KS2g	79	0	0	0
_kgmxPp5vR0	267	5	1	0
1LveXqwgUIM	17	0	0	0
wY_FN205vJI	403	5	6	3
KU0T7eXnBAk	59	1	1	0
6uu7jp1OCO4	180	0	0	0
s2MZD9sz_JA	382	4.2	5	3
KBsJ-GJR_R4	123	5	5	15
Bl0VZshOrhs	12	5	1	4
w7vKPxDnHls	78	5	1	1
v-Sb_RBKn8w	13	5	1	1
wP8Oksk6MDU	81	0	0	1
S_NudJuEB0w	405	4.67	3	3
GSYrInodR84
6OFNp8_F0to	5	0	0	0
kmXrLTGKLIA	1470	5	8	18
6jUu6rMO424	1770	5	8	31
zOfIYzlU-Fo	28	0	0	1
GZZ6NwJ55aw	97	0	0	1
vWVtOzslQOI	594	4.67	3	1
kE_vWQ1UfFo	356	3	2	2
3wCLZ-7awXE	12	5	1	0
YJauvsGOTq8	28	5	1	0
Arv680M6RQY	17180	4.06	552	567
1-ljwtqJJD4
TQKqslmMkD4	209	5	4	6
i-0l7rJ07Ew	56	0	0	0
P14nBPDibdQ	56	5	1	1
QQNsL27rC_I	27	0	0	0
nCBqpaib82o	787	3.83	6	13
NG5bXbe3pdY	115	0	0	1
4pf2IxxUNlc	28	0	0	0
1WStBg_A41w	26	0	0	0
Fkw72wBnCu8	165	5	1	4
muC6eK0wMuY	979	4.69	16	17
-Z_KOMHl0vw	2333	4.75	12	17
qtUaNcXravc	6	0	0	0
4OVCoy8KRBg	797	5	2	2
-kf0E1KjAXs	110	5	2	1
6hVKMtZ2vjs	191	5	1	1
K8xllU3uUEU	1048	5	2	0
o__xK-taYWo	269	4	1	2
mAUq9H4Nytc	35	0	0	0
pzBqciFCsDw	557	4.33	3	0
-fF4-g0Mu50	274	4.5	2	0
rW2MWJUTAC0	224	5	1	2
JxgQFWi8teg	32	5	1	1
Lehm6zhKWGI	38	5	1	2
OJHZwEnsaNM	49	0	0	0
QOd3XDypHh8	985	4.7	10	14
GImK1upviKg	34	5	1	0
8E4xwaCn6ZM	175	2.75	4	8
dJQmd-uKeKM	1333	2	1	0
D8N0rmMTd4w	1180	2.25	12	2
mpyS2dsbe6M	29	4	1	1
dEQZwGxdbRE	1625	4.5	6	2
mQs8lEGe9DU	114	5	1	0
dcBi1OJCw3w	15	0	0	0
r26IKi-3LHA	191	5	1	1
iH1WoUMFxnw	117	0	0	0
mBb6Wh-jhYE	1199	5	1	1
kLRDVBMJvqM	71	0	0	0
FQYfLjNXkbQ	1104	3	6	9
i3LANnRG0RU	885	2.14	7	10
oIS6ZoDhI40	2429	5	8	8
sR28HEUe-P0	1978	5	12	19
bpYxCfyfOjg	100	0	0	0
f_kV_sR-NeQ	6	0	0	0
WCbfW1Ba0aw	326	4.75	8	4
K_EtHiXFtq8	363	4.5	2	2
lCqTlP86ivI	261	3	4	2
MT1gKckJFRM	98	5	3	0
Jd4_FGpnFJE	1101	3.81	16	7
HJVL_Cq5G7Q	427	4.67	6	1
0cjGGUBijts	118	5	1	1
542oH28HENY	140	5	1	0
92AG17emOHc	250	5	2	0
ToSe5kVuYzo	8	0	0	0
GkwY_h9oPpY	590	5	6	4
czvfhpVyvdI	31	0	0	0
YZenIwf7IZU	23	4	1	0
iaohGrRtV2I	740	4.25	4	0
0Sm9FYdEMN8	55	0	0	0
u5iRXLkRyTQ	87	0	0	0
XH80F2_VmQA	712	0	0	0
ZODTgX3bpiA	359	0	0	1
zm8CnIOIzD4	699	4.75	4	2
Otwo2FLCw3w	128	2.33	3	0
OX8DzVLVFxE	708	5	7	2
pfFkICP6k54	375	0	0	2
e6L6aVbp1RM	722	4.6	5	2
J7TMBaDHaMA	76	0	0	0
uRKRl6LQmvI	69	0	0	1
sIEuEf0tIoo	39	5	2	1
juzMK47QINQ	169	0	0	0
jNzO7hQd4bk	49	0	0	0
1Qb7NjIZ-_Y	38	0	0	0
dq0MyCqdc2Y	19	0	0	0
M4D3TeQ3H74	22	0	0	0
ku9-hltPy1M	1105	4.33	6	2
MyZEaJ31UeU	452	4	4	0
CI_ln3Tnzes	610	2.33	3	0
faXfBw5QoM4	118	5	1	0
dwl_uPvWNkM	149	0	0	0
_Rv-Suz5wEQ	12	0	0	0
rM-nYkCfKk4	412	4.5	6	3
NdfQjC_VLTg	271	4.5	2	5
4xQRqpLnt4w	151	4	5	3
xVREaPzj46Q	326	3.89	9	4
J3tBmIGjJWs	205	5	4	2
RbJ4J8u7Rmc	82	5	1	1
JOo9PW9WMi0	134	4.67	3	2
kW213x1fkwY	127	5	2	1
uFw8f_s_aiM	3	0	0	0
oxbDMnk_Qz8	1991	5	13	6
uAB9DeqMzfw	912	5	7	4
QEcFZZPTSY4	114	5	1	0
fwzKoUhEq5Q
M4BwoUYQc-M	521	4.89	9	10
NKUdwrTTU4k
EAZQXUCsndE	144	5	6	2
blNbsBLjN94	317	5	4	4
ens1e57sW-M	113	5	1	0
nVbEvu32bDY	134	5	2	1
bTNgrm8CSdo	95	0	0	0
c0oK_PX1lg8	223	5	5	1
TvKEzc3JXo4	230	5	4	1
uMhfx-uM9xM	114	5	2	0
DTc4DlAxJ-E	234	4.75	4	3
44A10AKVVkA	204	4.14	7	6
Nip4P95S9ck	195	0	0	0
ftJcmokOX8o	96	0	0	0
Ftl-cQ8JEBc	66	5	1	2
V7jUdBmbwtM	436	3.86	7	4
U4uD5B_pQ9s	398	5	3	0
40_Mo9iw4AM	288	4.33	3	1
0VF2qJCd7MQ	187	0	0	0
1u6bPby8udU	201	5	1	0
xpDOiTYwAqc	1542	5	6	5
bSn-FMSGl90	84	0	0	0
IXbXD2y_5ZY	899	5	13	8
EcVUeKnbZGM	363	4.4	5	3
TTzoH0X8auQ	197	0	0	0
jBZAPrCVMsY	13	0	0	1
1XxhmV5-9pw	413	5	7	2
ynP4Fghi-jE	891	5	5	12
FfXYRBQyDlQ	158	5	2	2
Qo7gD2QfiDI	280	0	0	0
rJhleCHtj_U	304	5	3	0
_q_sZq5oL3w	243	5	2	2
FJpk5A4N6gw	299	5	1	0
gkXvfvGiwgo	1269	5	3	5
LskkIKJAWDg	1005	3	2	7
bJrimrL8tU4	668	5	1	0
mASSVP436BY	730	5	2	0
uL3jdMe3dV0	568	5	2	0
DZRv1_iVkSA	448	5	1	0
971c0c_TKR8	562	4.5	2	0
uQgt3-BwEkc	194	2	1	0
mQtfhIjIOvI	62	0	0	0
EUOQ_BPY7VI	5	0	0	0
m8Qyz87Ipqc	2	0	0	0
dwzVFOsyyxM	2	0	0	0
jEXTDer7eh8	1	0	0	0
_e6WouCSf38	5	0	0	0
P_H6lWDtoM0	448	0	0	3
1glN_FbFN54	121	5	1	3
6MgZfq8buP4	189	5	1	0
-TSiLLtpP5I
ILeMYdoLNUQ	41	0	0	0
N-LT2JGr2g0	48	5	1	0
6Kf6iBHwi0M	491	4.2	5	4
yU5IeEdNy1Y	280	5	5	0
owo_a3r1PEA	30	0	0	0
6u0-t5rm3rQ	13304	4.65	100	36
drm9XOGbHGI	189	0	0	0
2iNVcRii1mc	75	3	1	0
pdBrPR8iIi4	202	2	1	1
yZ6LqM_Ku4Y	213	0	0	1
NfnuKSPFwf0	73	5	2	4
u50SXmQoo2M	167	5	1	2
T-m1UVKHpuw	22	0	0	0
cJdD1od6vCk	157	0	0	0
pAvoNR-W0Ns	237	2	1	1
tlqYHDp6TG8	1716	5	36	22
MTlVhFH1VA8	215	5	3	2
Io-duGqGPIg	41	0	0	0
X3ZH8PRnL8Q	440	5	2	0
ldHYpgCX4wQ	27	0	0	0
98kXG1NCb-4	24	0	0	0
G6nrVS2cbrc	31	0	0	0
tjm1VdMJ3SA	933	4.75	4	3
zf2xEf3EePY	578	5	1	0
tHO7qTlfiyI	195	2	1	0
bg6cR9lt5Xs	58	0	0	0
n8lkSDPVsN4	108	5	1	2
RcxGVORQSpE	165	0	0	1
uAdiqo1FJ0c	339	5	2	1
x1199NqhjSY	230	5	2	2
Z1njbbwsGeE	83	5	1	0
iZyun65EN7U	52	5	1	0
TeJsC2oZyN0	269	5	6	2
LfXQ8lqPIFw	29	0	0	0
0R8Mj9pQZmE	153	5	1	0
ey96FBWclVc	767	4.43	7	4
xSged53hGA4	91	0	0	0
o8OtGBLl4jI	142	5	2	0
VTbltiLRaq0	107	0	0	0
T_ZYTe5gn9E	62	0	0	0
f2gvBd1dTn4	834	5	3	3
bL1EDEEeokI	767	4.75	4	1
01w-J0xnW50	472	5	3	1
QZpSHjYtxg8	1186	4.88	8	10
FMJYzsFo9Bs	384	5	3	6
fzWdjGYrWAM	9305	4.76	62	12
ExA0vZUA7Lc	25	0	0	0
sk1DZM6sfrY	67	2.33	3	1
8ws1qCVQv6s	448	5	4	1
5B_Sxf6qSDw	235	5	2	0
TploT7BHCLo	47	0	0	0
9B2ZfvtpEwo	13	0	0	0
q2YiSzyTS5M	70	0	0	0
w4R1IyKrj7o	4168	4.56	16	3
I9dIHSZ8mfk	291	5	1	0
wj7fL9JJTVI	26	0	0	0
Ud-ydW1htPQ	832	5	20	28
5Ucczro0GEo	135	0	0	0
P1jjt5xpGPE	283	5	3	2
2yR3gIP04PM	254	5	1	4
SpjQkIAzIzs
6AUtHhlUyIw	80	5	1	0
M8WwaoFDm58	417	0	0	2
iB4-yFDWfm8	316	3	2	1
apkPdHCleiw	15	0	0	0
g6zwXmf_7uQ	70	2	1	0
78E2ETXaNK8	35	0	0	0
mpId8-QI6PY	14	0	0	0
zWnx-X3mREI	324	5	2	1
B8s13Q0c7P8	329	5	2	0
AzV2x35lIi8	487	4.8	10	4
ZtfAYVtNy-s	338	2.4	5	6
KXtnWwPSPms	159	4.83	6	3
eHlfuN4Be2A	250	3	2	0
DZYcRbPamwM	7170	4.89	9	0
LVW_BwVu2ls	252	0	0	0
lTcNorAYaaA	202	5	4	2
wLUaUZ8kBJo	19	0	0	0
hC9mbZCSfSs	10053	2.11	9	15
P7PMuqNRD5Y	906	0	0	0
vVyWFs6ATcc	2622	2	4	0
FYs9iwb01f0	75	0	0	0
dMnTlQPrxmI	2426	4.6	5	3
53BBGZlB1aE	555	5	1	0
r9W6_76cZFU	297	0	0	0
YOd_4mrkXcY
mdYX8zTCXUE	78	5	1	0
czWhMgJ5BUg	1462	3.5	2	2
d0EE9coRB3A	524	3	2	0
JfQP0QFIk6Y	1614	5	3	2
gE5yINOn4N4	958	5	11	8
pWuyjkzSIU0	6215	4.33	6	13
7TDfktkn14M	71	0	0	0
gHnY20Vdl7Y	88	0	0	0
yHADKgMwhzI	57	0	0	9
-JgCD33Xqzw	58	0	0	0
dKKRwO9ydVA	33	5	1	0
w-1IW7AkrSs	222	0	0	0
y7JmFMAWeOc	899	4.2	5	8
M02D4m8hS8I	20	0	0	0
Z7xjswmrzqA	77	0	0	0
-yPd-vI8kwk	99	3	2	1
0RrNeGBSBBU	24	0	0	0
8J5PWIgRSOM	4760	3.91	11	12
qMfOjfXfsLY	88	5	2	4
sZ112n47-vg	114	3	2	0
k2ki4c29QAg	6	0	0	0
8fG91jpSyCQ	220	4.67	3	3
OLTCK2aZe_4	28	1	1	0
b1HAUEUfjlc	7	0	0	0
XibDDweD1cg	121	0	0	2
bbELSzg5ieE	1388	4.4	5	2
2d7XM8EGh-I	40	0	0	0
lyUpOkuubbw	91	0	0	0
JBrNqET2faY	281	0	0	0
4lfMLUvLlT0	366	3	3	1
4W92pxV8dlQ	23	0	0	0
Ed4yWHdDHEo	247	5	1	2
kfP_zsbU7uI	236	5	1	3
iHiiWJFZoik	166	3.5	2	4
QVBa110p0ZQ	135	0	0	0
DUHImKoUmv4	169	0	0	6
bf1Skspe9QQ	24	0	0	0
4HR7pahIAHQ	130	3	2	0
b4PiHjPHVfQ	133	5	1	0
Zz1KqwlP3S8	212	0	0	0
fjvPa9Vw9uA	149	0	0	0
sUPMWJ8PlEE	49	0	0	0
ngKCZqP6_18	254	0	0	0
YQElPm2gY4w	3697	5	12	7
oxSO3NGXA5E	258	0	0	0
li7wxZkEuRo	818	4.6	5	0
q0oUs9hiDTc	77	0	0	0
7oUQYW5ZZRk	38	3	1	0
jW8SztmhmhY	25	0	0	0
5xgQr9_TUBw	65	5	6	2
h6KeNguK4nI	1965	4.45	22	7
XNppd_psClA	5385	3.86	21	23
yRYVqOtA4KY	738	0	0	0
mH7GAxogLkQ	143	0	0	2
o9cU7kB7CdA	71	5	1	0
7ua4-43u104	154	5	1	0
Oy6_3_BqX5U	52	5	1	0
09dg9z9vXQE	47	0	0	0
_C6tavFVSOU	27	0	0	0
HceJjzEbNOs	36	0	0	0
J9W5uifoyA4	39	0	0	0
J9527vPuY4A	27	0	0	0
DUtjHnEmAKY	35	5	1	0
PbvnQ4CwXa0	24	0	0	0
0Go_OBzbOcc	105	5	1	2
tNow3e9JMVc	8	0	0	0
RErshyKY78U	217	5	7	9
Z7ygmEGiewo	61	4	1	0
eRvxBf2stl4	202	5	1	0
Toc9Y0urf60	30	0	0	0
nbj32MLu7aA	34	0	0	0
5m6Zvkrjo8k	29	0	0	0
-4hCcqxNOlM	35	0	0	0
Fs607Ho775A	24	0	0	0
Abzxo-fZnjA	35	5	1	0
pP8ggl4Ozdg	67	0	0	0
GNrTkZNxn74	88	5	4	4
oNKF6luhbkw	384	3	2	0
OmN7KZZo9Do	375	5	3	3
A0BQN5DY_9w	442	4.89	9	27
XMwpxhCYo00	216	4.57	7	8
W4Mpfd-wkXs	233	5	2	1
Mc_p9Zw3BO0	255	4.25	4	3
FN_R0F2rWr4	70	4	2	1
fCWgju7t_Jo	292	0	0	0
PoD2Eh9g5II	4866	5	14	15
KA__gtd8irQ	51	5	1	0
PPQKjbUjyfk	1054	3	2	1
33AntsNoe20	166	5	1	1
E2X--Ctdb6c	29	2	1	1
efsW-ZoMY4Q	993	4.5	8	6
BBvtdt3cbQ4	437	5	1	0
aEySTQYjdUs	96	0	0	1
Bta_LtcDdUk	105	0	0	2
4HJG5z6M4tk	15	0	0	0
0dQbKpWu4FA	63	0	0	0
Oy1WLS-dWFU	190	0	0	0
lKZGKA2Bk4c	443	5	3	7
0BIIgw-QQLE	322	3.08	12	7
8J8QZmy9kRA	99	5	1	3
y_4aw-13RC8	706	2.33	3	0
24CoeVL2kHw	1446	3.67	3	7
Zrqdzzg4a1Y	1138	5	2	7
XzwWbVKNLhE	640	4.8	5	10
lc2Q343m87g	405	4	4	10
1HjpZnsCK_E	335	4.5	4	10
LWfF-3-HzxA	75	0	0	0
l-agKd3diSs	158	5	1	1
4cZPecdSTb0	192	5	4	5
y9kHsemGaNI	164	3.75	4	2
QgJ8TYmONZI	81	0	0	1
P91dVMbiiX0	21	0	0	0
zf7ENt4xAoU	646	3	2	7
wFuwDkXvbX8	1547	5	1	5
PIKTB4Y9Hwk
wWpSi3MQJFc	93	2	1	1
-ydPuuqj1Cw	479	5	5	7
zhWHwP-hTr8	447	4.67	3	2
Yt5nWMSbUnU	16	0	0	0
97CGGb4j15Y	57	0	0	0
Ri2JLGLnUI8	106	0	0	0
WpT3TqsNqBY	7781	4.2	5	3
RH2CZJjuOYA	107	2	1	2
dfHwAzvxggo	84	2	1	0
2B4XLgCTAo4	13970	4.8	64	32
n2jmPEiShYM	78	5	1	0
OCx6Qf-p4XQ	790	5	4	2
l0T5XaRSFU8	978	5	2	3
sxZeP4oJqQU	59	0	0	0
D23R0mVeh9w	23	0	0	0
1osqBI2s_lg	32	0	0	0
a6VduVArHP4	33	0	0	0
vhVdy7LsSCQ	367	5	2	0
4pfJwYzAyfU
GRXESVGeHJo	175	5	4	15
ghoMMTiyUg8	82	5	7	8
vJ4jg2E6iz4	252	5	2	0
YZYnvDo8HfI	563	0	0	0
UuUWsvZanFc	234	3	2	0
dID1bJWq-Fg	147	2.5	2	0
JtnKpWhkKks	43	0	0	0
nYKn_hsD378	30	0	0	0
Mk3hABzLefA	661	3.75	4	7
AM-p3qDFB68	12	0	0	0
OXYmzoG6MDA	7	0	0	0
KH2u5YJBnGI	114	5	1	4
aWtFrQ42LMA	124	5	2	3
2jkQSovxLmw	55	0	0	0
EhG7Yc8GfJs	182	4	3	5
5IhhyLM90DY	313	0	0	3
d8MUuTl6Ubw	15	0	0	0
vQh9FUQiiTY	51	5	2	1
uoVJY-hNv8A	54	5	1	1
VCi8mTh2fUQ	127	0	0	2
DOA-2Tm23lE	1982	5	4	0
qZVw8caNooA	970	5	2	0
ydQri5ggpmg	72	0	0	0
wqTo6bpr-Ec	43	5	1	0
wqFjkDJzEYM	428	5	2	5
SyGeFqj8Edc	39	0	0	0
h8YeLxDfbHE	279	5	1	0
fX89B0qaQE0	79	0	0	1
jAnQ3wRor7I	863	1.57	7	1
4EXnQm7LKFA	67	0	0	0
fxZJ118-dZU	60	0	0	1
zZh1LCWE1Ro	122	1	1	0
FEmST9HMhqg	55	0	0	0
x5NEje4blEM	178	0	0	0
rg2RJfY0wJg	63	0	0	1
1Mpk6A_t9OI	37	0	0	0
DitzboFpVbM	15	0	0	0
PQ6vreka3io	27	0	0	0
S7xgty2Dz2Y	15	0	0	0
NZSrwmu2lXI	3	0	0	0
PgsZwZIY6Ik	197	5	2	0
CjM6ND0_GrQ	128	5	1	3
zULzahlVqjI	202	4.67	3	4
JQaIcQWB6rI	133	1	1	1
blg0_DztMfo	37	5	2	1
-44R6sRTEdw	18	4	1	0
qsVi8UkI0dU	320	5	1	0
bUhq9LocvUM	69	0	0	2
MSOSdqgKUyk	1556	4.86	14	35
4DuamHUv4hc	1696	4.93	27	46
YHR4XavXX2c	2957	5	18	38
onRS_gSuHAA	1382	4.91	22	46
g5N7AzbqC90	89	0	0	0
7wBX7ftEtyM	314	4.29	7	6
bYzjIjraGgM	35	0	0	0
Z_D0dkHAZS8	2	0	0	0
jzT57irdGYg	168	5	2	1
w9FCCMpAFdk	77	5	1	0
PcEQ2wVUFgM	96	5	3	6
qzTvklyGNEg	501	5	5	6
MjqHJAUe1Mc	74	5	1	0
BBRk04u1zzw
2elFd80Runo	9	0	0	1
1uFUeXbJnIs	25	5	4	0
z8X-0GgnEp8	217	5	2	11
NgcoXQ4IOiA	121	5	1	0
uS2u7W3DH4c	153	5	1	0
4RVo2bONFMA	1832	2.33	3	1
ST0RyFBV-3o	13	0	0	0
VuFhGR4QDd4	152	5	4	9
V8Xv7YEK634	224	4	4	9
6V2NGuFNlco	540	2	4	0
TJo9zwquGXQ	220	4	1	0
Ngu95gKL_1s	62842	4.72	206	233
hOky0gSnnnE	56	5	1	0
NODtxsn4Cis	98	0	0	0
crfwWwRq5tw	43	5	1	0
4A5pqWFM8T8	530	3.8	5	5
NYmgBjqILfY	149	3	2	1
8IjZ7eiQnXs	5	4	1	0
uhdcbh7a_1M	114	3	2	1
U2xZc2TQTZE	491	4	1	3
AYZy1fzgXKU	96	0	0	6
VBc02kTYnVs	358	2	3	5
IS4xKWts61M	637	3.5	14	7
2TGjC7etgO8	371	4.33	6	7
g-WmJDGlOcs	718	5	9	4
jEynI_ALWQ8	130	3.25	4	1
ciO0lKDx2iM	3001	5	3	0
-kUzrAWcVF8	65	3	1	0
1suTGcxEHN0	407	4.75	8	8
29VEHCPev6s	89	1	1	0
FNJKpdzCtOA	47	3	2	3
aqkcA6f1OOs	59	0	0	0
K9pSSHV94lI	40	5	2	0
-ZWPxN_mg60	7	0	0	0
bLE0SUcSxVM	26	0	0	0
jU_mPj9xieE	95	5	1	1
AgKxcGT04yU	43	0	0	0
4gbf9BiZ-54	6756	4.78	23	17
cVP22Fzv0No	278	0	0	0
ZbGJy2EHCMQ	169	5	4	3
OEiBSiDtfEk	46	5	1	0
P8LSSekazWA	80	0	0	0
D_yCnHIqMA4	142	2	4	0
vtwSK9fv444	11337	4.66	126	116
GlpX5MCAaAI	432	3.86	7	5
GxpeLsApHXI	1190	5	7	3
rfg2hF-5-Og	656	0	0	3
oJ6NIQCeLHA
qGSw0acd4Tk	663	5	5	4
4Z5JuS3pBnU	123	0	0	0
XsbziGbcGBk	635	3.5	6	5
4I1KL6QsIXo	777	2.67	3	3
RT2Hwdc_e-g	291	0	0	4
Bb2TgRBfdZ4	45	5	1	0
miZ0E6-llnQ	913	3	6	4
6ZFUg95jq9M	22	0	0	0
hLfpPD6HIno	2232	5	3	2
g1Dgr4jOB_Y	26	0	0	0
bigAOC-6dPA	105	0	0	2
ffNtg0PKhDM	37	0	0	0
_JfHJm4c5EY	525	5	9	0
Rsg3QDD2vr8	1394	5	7	1
xzXQdJMDKIk	4363	5	3	1
4-VD85iVfRQ	4145	4.89	37	55
IIvk0YuLjSQ	573	5	1	0
WTg_ueQ3UPo	665	5	2	0
fKFEjZ98Q4s	1178	5	2	4
_EV967TVhV0	148	0	0	0
PN8uOrjuODc	96	5	1	1
unUGKGEcmew	1456	4.5	2	5
ibDYKh3gs5o	18	0	0	0
UeNzcL1XNFw	12	0	0	0
03bjg-VlswI	82	0	0	1
GoCOgwqf21M	23	0	0	0
jbm2M4RAun4	4	0	0	0
k11LIyA2X3k	347	5	4	0
UJILiq2XtcA	681	5	3	11
P5drNtilBVs	15	0	0	0
r8qMmBxVkrY	34	0	0	0
oVdOSA07OQo	36	3	2	0
7nH_lsQwTsU	59	0	0	0
QtKrff9xIxk	163	5	1	1
FcghotkVVgY	272	5	1	0
feSCnfHrfc4	203	5	1	2
8Ba6oq_BB4Y	65	5	1	0
66dYkIvFWxU	114	5	1	3
pVz0G0B8Khc	95	5	2	0
5HF8w4et4u0	520	5	1	4
BeilLRvuHXc	51	5	2	1
NOmKQpDHQcE	431	5	1	4
lUnBpHqAJWw	19	0	0	0
WhfGJXVJrOw	279	5	2	7
k9inLMvMD84	156	4	4	1
ZQr6yWydKdY	158	4.5	2	1
kG0AJ29pdwU	58	5	1	2
bykaj-bmumk	115	5	1	5
7sFLNyqlJUM	79	5	1	2
DVmNRF81SX0	741	4.56	9	7
VGzloPsuXCE	655	4.17	6	4
SQ7PDYZoDG4	55	5	2	1
hmvsfxgxBVU	105	5	2	2
gWs1FOEc0UI	425	5	2	0
7XzFyKrG8Lk	28	0	0	1
xFYnY7IDYc0	31	0	0	0
svZqe4DDCEM	326	5	3	1
